-0.04273,-0.04383,-0.04102,-0.04265,-0.06883,-0.06292,-0.06325,-0.06418,-0.06788,-0.065,-0.05681,-0.05639,-0.0501,-0.04166,-0.03875,-0.04167,-0.03333,-0.02917,-0.02513,-0.0208,-0.02935,-0.02796,-0.02167,-0.03227,-0.03708,-0.02536,-0.03553,-0.02712,-0.00958,0.02033,0.025,0.03137,0.01871,0.03317,0.0333,0.03083,0.04458,0.05977,0.075,0.07832,0.0795,0.10249,0.11542,0.10813,0.10417,0.1054,0.07742,0.07105,0.07168,0.07858,0.06838,0.05899,0.0537,0.05448,0.07781,0.06443,0.04747,0.04377,0.0625,0.0725,0.08917,0.08583,0.07512,0.07669,0.08362,0.07858,0.09421,0.09867,0.08998,0.08333,0.07227,0.0571,0.05534,0.04417,0.04299,0.06231,0.0713,0.06276,0.06918,0.06127,0.04917,0.05167,0.05415,0.04893,0.02167
-0.15,-0.14349,-0.09083,-0.08585,-0.09376,-0.09149,-0.07792,-0.07971,-0.09173,-0.08387,-0.09937,-0.11991,-0.11262,-0.11938,-0.10077,-0.10837,-0.09278,-0.09748,-0.12003,-0.1047,-0.11726,-0.13332,-0.13211,-0.14854,-0.1325,-0.13018,-0.14077,-0.13516,-0.13403,-0.12868,-0.13049,-0.12509,-0.12931,-0.1375,-0.11508,-0.125,-0.14248,-0.15675,-0.16662,-0.16377,-0.14772,-0.14233,-0.13282,-0.13634,-0.13118,-0.12998,-0.12667,-0.10788,-0.11094,-0.12083,-0.1223,-0.1085,-0.06042,-0.05765,-0.04417,-0.05151,-0.05658,-0.05835,-0.05235,-0.05001,-0.03575,-0.04408,-0.02872,-0.02833,-0.01156,-0.01917,-0.02417,-0.04012,-0.04728,-0.03433,-0.05444,-0.03375,-0.03333,-0.02944,-0.02112,-0.03542,-0.04553,-0.04153,-0.03959,-0.02334,-0.04597,-0.02833,-0.0286,-0.01767,-0.0283
-0.015,-2.0E-5,-0.06467,-0.054,-0.05607,-0.08853,-0.07724,-0.05627,-0.06137,-0.0439,-0.07926,-0.0751,-0.075,-0.07086,-0.06473,-0.07,-0.08672,-0.07576,-0.101,-0.085,-0.08168,-0.08317,-0.08334,-0.05917,-0.06677,-0.06991,-0.0313,-0.03552,-0.04919,-0.04008,-0.03406,-0.046,-0.04836,-0.06583,-0.07917,-0.06292,-0.06292,-0.07205,-0.06083,-0.05075,-0.04076,-0.05019,-0.0493,-0.04668,-0.06083,-0.06049,-0.05032,-0.06177,-0.07215,-0.08333,-0.10848,-0.10921,-0.125,-0.10423,-0.11334,-0.09906,-0.09425,-0.10591,-0.11895,-0.11247,-0.15833,-0.18333,-0.17518,-0.18292,-0.20332,-0.175,-0.17324,-0.14602,-0.16627,-0.16459,-0.17012,-0.19547,-0.16039,-0.15771,-0.14425,-0.1525,-0.15625,-0.17247,-0.18333,-0.16324,-0.17983,-0.18833,-0.17251,-0.15792,-0.1626
-0.12864,-0.15,-0.1791,-0.14812,-0.12075,-0.15008,-0.13583,-0.15367,-0.1664,-0.17602,-0.13535,-0.15795,-0.11833,-0.10208,-0.10905,-0.10657,-0.13682,-0.14054,-0.10474,-0.1083,-0.11215,-0.08558,-0.09032,-0.10481,-0.10244,-0.09002,-0.05934,-0.105,-0.13742,-0.10867,-0.10503,-0.11105,-0.09452,-0.1,-0.12083,-0.125,-0.11897,-0.10952,-0.10835,-0.10877,-0.1077,-0.06873,-0.04611,-0.02485,-0.01,-0.01655,-0.04083,-0.02325,-0.02914,-0.0355,-0.02417,-0.01912,0.01508,0.01907,0.04083,0.01831,0.01759,0.02497,0.01601,0.02718,0.01,0.01349,0.00101,0.02292,0.01243,0.01933,0.04042,0.04153,0.04688,0.033,0.02635,0.015,0.00212,0.0125,0.0197,0.01952,-0.00844,-0.01332,-0.04167,-0.02501,-0.01668,-0.03975,-0.03458,-0.01594,-0.0025
0.09955,0.0625,0.06671,0.07488,0.09393,0.08332,0.06735,0.09583,0.09057,0.09334,0.11988,0.11935,0.1,0.10087,0.08128,0.08333,0.08735,0.05847,0.04493,0.00417,0.00752,-0.05,-0.11933,-0.04195,-0.07196,-0.01259,-0.03075,-0.03438,-0.05167,-0.11252,-0.14164,-0.10482,-0.08683,-0.15761,-0.24583,-0.20833,-0.19938,-0.13165,-0.08667,-0.1125,-0.12203,-0.21667,-0.23108,-0.15133,-0.17917,-0.16667,-0.12667,-0.14567,-0.07525,-0.08075,-0.0425,-0.11534,-0.11,-0.08333,-0.0645,-0.04227,-0.06391,-0.10657,-0.10358,-0.07163,-0.06016,-0.04668,-0.02708,0.0,-0.00834,-0.01018,0.00648,-0.03917,-0.01267,-0.01921,-0.02999,-0.02742,-0.01094,-0.00552,-0.03427,-0.05508,-0.05258,-0.07807,-0.11923,-0.08732,-0.10733,-0.08323,-0.06542,-0.08917,-0.06871
0.24265,0.26583,0.25198,0.26459,0.26682,0.27183,0.26083,0.26484,0.25057,0.24167,0.22925,0.23884,0.21917,0.2225,0.21685,0.20875,0.23325,0.21675,0.17281,0.18751,0.17487,0.19357,0.20303,0.22279,0.23057,0.21008,0.23708,0.22437,0.22903,0.23667,0.23333,0.22592,0.22487,0.23331,0.22278,0.21958,0.2043,0.22206,0.21246,0.21183,0.21067,0.2306,0.21671,0.2184,0.22011,0.22529,0.21751,0.21423,0.21574,0.22617,0.22596,0.21835,0.18428,0.16758,0.18241,0.19166,0.17584,0.18318,0.21163,0.21077,0.21017,0.18858,0.17332,0.125,0.15417,0.16618,0.13136,0.07915,0.14166,0.11,0.11701,0.08167,0.071,0.08641,0.12969,0.12348,0.16125,0.1575,0.18976,0.136,0.14292,0.09209,0.078,0.11177,0.1035
0.05417,0.03333,0.01667,0.03023,0.02825,0.05248,0.03507,0.02084,0.03778,0.02018,0.00673,0.00668,0.01517,0.00676,0.00598,0.02083,0.03917,0.03033,0.04433,0.03113,0.03124,0.045,0.04167,0.0395,0.04075,0.05792,0.06141,0.06108,0.04313,0.04997,0.05793,0.05513,0.07502,0.08333,0.09508,0.09274,0.09917,0.09719,0.09149,0.09441,0.09833,0.1125,0.12542,0.15667,0.15869,0.14213,0.14633,0.14167,0.14667,0.14834,0.155,0.14904,0.15417,0.14419,0.13583,0.13833,0.14061,0.14012,0.13343,0.13042,0.13175,0.13898,0.15346,0.15998,0.16,0.16416,0.16125,0.17748,0.18317,0.19499,0.20832,0.23542,0.23,0.22979,0.226,0.2479,0.25667,0.26417,0.2665,0.2613,0.24392,0.22753,0.24501,0.23287,0.22531
-0.14447,-0.17883,-0.13663,-0.1375,-0.1375,-0.1375,-0.14282,-0.12918,-0.11698,-0.12267,-0.11493,-0.05823,-0.0375,-0.03342,-0.03665,-0.02217,-0.03333,-0.01833,-0.03089,-0.09083,-0.09332,-0.05833,-0.03345,-0.00523,0.01042,0.01625,0.01999,0.02525,0.04,0.06031,0.05834,0.06642,0.06751,0.05027,0.05417,0.04583,0.05108,0.06457,0.06463,0.05269,0.06082,0.07899,0.10157,0.09917,0.08504,0.05429,0.05333,0.06243,0.03899,0.02268,0.01687,0.04303,0.0545,0.06542,0.07792,0.08028,0.07267,0.07417,0.06917,0.10226,0.07458,0.07083,0.0677,0.0675,0.06809,0.07882,0.05833,0.05258,0.08142,0.06417,0.07156,0.0749,0.04935,0.04455,0.05301,0.06292,0.05,0.0624,0.05167,0.05642,0.05418,0.06544,0.07917,0.07517,0.05333
-0.17501,-0.17512,-0.16693,-0.18167,-0.1775,-0.17583,-0.1671,-0.14917,-0.1375,-0.14208,-0.1225,-0.12917,-0.08833,-0.08756,-0.10933,-0.1,-0.08028,-0.07,-0.07833,-0.07492,-0.04644,-0.0464,-0.0208,-0.04367,-0.03458,-0.02526,-0.00833,0.02048,-0.01588,-0.00435,0.01923,0.0117,0.015,0.03333,0.05833,0.06334,0.09158,0.09601,0.08282,0.07189,0.017,-0.04169,0.02517,0.04442,0.01667,-0.04167,-0.02983,-0.05417,-0.03917,-0.00956,0.01667,0.00526,-0.02917,-0.03674,-0.01667,-0.02292,-0.02324,0.01582,0.00833,0.02482,0.01654,-0.00833,0.00778,-0.00914,-0.023,-0.02312,-0.01812,-0.01584,-0.02958,-0.04167,-0.05667,-0.05,-0.06,-0.03838,-0.04541,-0.06033,-0.09417,-0.16676,-0.07488,-0.09875,-0.06533,-0.08333,-0.05832,-0.06538,-0.0925
-0.3175,-0.31873,-0.32202,-0.32267,-0.31927,-0.31334,-0.31101,-0.31433,-0.31143,-0.30997,-0.31155,-0.31342,-0.3123,-0.2985,-0.29168,-0.28517,-0.29033,-0.28333,-0.28267,-0.28367,-0.28392,-0.28417,-0.29933,-0.32925,-0.31897,-0.30742,-0.30583,-0.29498,-0.3002,-0.29282,-0.28902,-0.28777,-0.28841,-0.28338,-0.28573,-0.29,-0.28875,-0.29553,-0.29667,-0.2925,-0.2835,-0.2875,-0.29045,-0.28627,-0.295,-0.29251,-0.27917,-0.27983,-0.28169,-0.27708,-0.27697,-0.27833,-0.28079,-0.27657,-0.27801,-0.27495,-0.2725,-0.2625,-0.25958,-0.26425,-0.26708,-0.26338,-0.26082,-0.25917,-0.25701,-0.25171,-0.26083,-0.25833,-0.25468,-0.25458,-0.25167,-0.25208,-0.25625,-0.25831,-0.25083,-0.24375,-0.22917,-0.21999,-0.21971,-0.21842,-0.20733,-0.1985,-0.19975,-0.19167,-0.17544
