-0.83333,-0.5,-1.0,-0.85,-0.5,-0.16667,-0.33333,-0.5,-0.33333,-0.5,-0.66667,-0.5,-0.68333,-0.83333,-1.0,-0.83333,-0.33333,-0.5,-0.16667,-0.5,-0.66667,-0.5,-0.66667,-0.5,-0.33333,-0.16667,-0.33333,0.0,0.02129
-0.5,-0.36364,-0.40909,-0.45455,-0.5,-0.59091,-0.72727,-0.5,-0.54545,-0.63636,-0.59091,-1.0,-0.90909,-0.77273,-0.59091,-0.5,-0.27273,-0.18182,-0.31818,-0.22727,-0.09091,0.54545,0.63636,0.77273,0.72727,0.68182,0.77273,0.95455,1.8529
-1.0,-0.71429,-0.28571,-0.42857,-0.57143,-0.28571,0.28571,0.42857,-0.71429,0.14286,-0.0,-0.71429,-0.57143,-0.28571,-0.42857,-0.0,0.14286,0.57143,0.85714,1.0,0.57143,0.71429,0.85714,1.0,0.85714,0.71429,0.85714,0.71429,1.5784
0.71429,0.42857,0.28571,0.42857,0.57143,0.42857,0.28571,-0.0,0.42857,0.14286,0.71429,0.85714,0.57143,0.42857,0.71429,0.85714,1.0,0.85714,0.71429,0.57143,0.42857,0.28571,0.14286,0.28571,-0.28571,-0.57143,-0.71429,-0.42857,2.73429
1.0,0.82609,0.73913,0.30435,0.21739,-0.13043,-0.56522,-0.73913,-1.0,-0.73913,0.04348,-0.13043,0.13043,0.3913,0.21739,-0.30435,-0.56522,-0.91304,-0.82609,-0.13043,-0.3913,-0.47826,-0.82609,-0.65217,-0.82609,-0.65217,-0.73913,-0.82609,1.59235
0.50943,0.25786,0.32075,0.44654,0.31447,0.25786,0.13208,0.19497,0.38365,0.44654,0.50943,0.44654,0.57233,0.63522,0.57233,0.69811,0.8239,0.88679,1.0,0.8239,0.76101,0.69811,0.63522,0.44654,0.25786,0.13208,0.00629,-0.0566,0.09236
0.78947,0.57895,0.36842,0.47368,0.57895,0.78947,0.89474,1.0,0.68421,0.36842,0.57895,0.36842,0.47368,0.78947,0.68421,0.26316,0.05263,-0.05263,-0.36842,-0.47368,-0.36842,-0.26316,0.05263,-0.26316,-0.36842,-0.47368,-0.57895,-0.78947,-0.24974
-0.76,-0.52,-0.04,0.04,0.52,0.36,0.28,0.44,0.52,0.6,0.76,0.84,0.68,0.6,0.36,0.2,0.28,0.36,0.44,0.52,0.6,0.68,1.0,0.68,0.52,0.352,0.2,0.12,-0.66317
0.88889,1.0,0.88889,1.0,0.66667,0.44444,0.33333,0.44444,0.66667,0.44444,0.66667,0.77778,0.66667,0.77778,0.66667,0.44444,0.77778,0.66667,0.55556,0.77778,0.55556,0.22222,0.11111,-0.11111,-0.0,-0.22222,-0.44444,-0.88889,-0.54943
-0.33333,0.02564,-0.17949,0.28205,-0.17949,0.12821,-0.12821,-0.38462,-0.89744,-1.0,-0.89744,-0.38462,-0.23077,0.02564,-0.12821,0.02564,-0.53846,-0.64103,-0.74359,-0.89744,-0.48718,-0.38462,-0.64103,-0.28205,-0.58974,-0.17949,-0.23077,-0.48718,1.69158
-0.7619,-1.0,-0.66667,-0.95238,-0.57143,-0.61905,-0.85714,-0.80952,-0.7619,-0.85714,-0.33333,-0.09524,0.14286,0.52381,0.47619,0.66667,0.71429,0.95238,0.90476,0.85714,0.80952,0.85714,0.7619,0.85714,0.80952,0.7619,0.71429,0.85714,1.96571
0.92,0.84,0.68,0.84,0.76,0.68,0.76,0.92,0.84,0.6,0.44,-0.04,0.04,0.28,-0.12,-0.04,-0.28,-0.36,-0.76,-0.92,-1.0,-0.36,-0.52,-0.68,-0.44,0.12,0.76,1.0,2.46762
-0.09677,-0.29032,-0.35484,-0.09677,-0.16129,-0.6129,-0.41935,0.03226,-0.09677,-1.0,-0.80645,-0.74194,-0.80645,-0.67742,-0.6129,-0.67742,-0.74194,-0.41935,-0.22581,-0.6129,-0.29032,-0.74194,-0.67742,-0.54839,-0.41935,-0.29032,-0.54839,-0.22581,2.2
-1.0,-0.84615,-0.38462,-0.46154,-0.53846,-0.38462,-0.53846,-0.30769,-0.23077,0.15385,0.38462,0.30769,-0.30769,-0.53846,-0.38462,-0.30769,-0.15385,-0.23077,-0.07692,0.0,-0.07692,0.0,-0.07692,0.23077,0.0,0.07692,0.38462,0.61538,0.35232
0.28571,0.57143,0.71429,0.42857,0.14286,-0.71429,-0.85714,-1.0,-0.85714,-0.57143,-0.28571,-0.42857,-0.57143,-0.71429,-0.42857,-0.85714,-0.71429,-0.42857,0.14286,0.71429,0.57143,0.71429,0.57143,0.71429,0.57143,0.42857,0.57143,0.71429,-0.54097
0.11111,0.33333,0.55556,0.88889,1.0,0.77778,0.55556,0.88889,0.11111,-0.11111,-0.22222,-0.11111,0.22222,0.0,-0.11111,-0.56667,-0.77778,-0.55556,-0.44444,-0.33333,-0.22222,-0.55556,-1.0,-0.88889,-0.77778,-0.88889,-0.77778,-0.55556,-0.3787
0.92308,1.0,0.92308,0.99231,0.84615,0.69231,0.53846,0.38462,0.53846,0.69231,0.84615,0.69231,0.53846,0.61538,0.30769,0.38462,0.53846,0.45385,0.30769,0.23077,0.15385,0.07692,0.15385,0.23077,0.15385,0.07692,0.15385,-0.15385,-0.07551
-1.0,0.0,0.63636,0.90909,1.0,0.90909,0.45455,0.18182,0.27273,-0.18182,-0.63636,-0.54545,-0.72727,-0.81818,-0.54545,-0.09091,-0.36364,-0.27273,0.90909,0.81818,0.54545,0.63636,0.54545,0.45455,0.63636,0.72727,0.81818,0.63636,1.69429
0.75758,0.69697,0.81818,0.87879,0.93939,0.81818,0.51515,1.0,0.87879,0.45455,0.21212,0.45455,0.33333,-0.33333,-0.51515,-0.39394,-0.51515,-0.45455,-0.39394,-0.45455,-0.51515,-0.69697,-0.87879,-0.93939,-0.87879,-1.0,-0.93939,-0.81818,1.69758
-0.07692,0.23077,-0.07692,0.23077,0.53846,0.84615,0.38462,0.23077,0.07692,-0.23077,0.07692,0.69231,0.53846,0.38462,0.23077,-0.38462,-1.0,-0.53846,-1.0,-0.07692,-0.38462,-0.07692,0.84615,1.0,0.69231,0.07692,0.53846,0.38462,1.50471
-0.91667,-1.0,-0.5,-0.66667,-0.5,-0.66667,-0.75,-0.83333,-0.25,-0.41667,-0.83333,-0.33333,-0.75,-0.66667,-0.5,-0.08333,0.0,0.25,0.33333,0.5,0.0,0.08333,-0.66667,-0.5,-0.33333,-0.41667,-0.16667,-0.83333,1.8576
-1.0,-0.8,-0.5,-0.4,-0.5,-0.6,-0.2,-0.1,0.2,0.1,-0.2,-0.3,-0.1,0.1,0.3,0.6,0.5,0.8,1.0,0.8,0.9,0.8,0.7,0.6,0.1,0.19,0.0,-0.2,0.2141
1.0,0.84615,0.92308,0.84615,0.76923,0.84615,0.76923,0.69231,0.53846,0.38462,0.23077,0.0,-0.15385,-0.23077,-0.38462,-0.53846,-0.69231,-0.61538,-0.69231,-0.76923,-0.53846,-0.23077,-0.46154,-0.61538,-0.69231,-0.76923,-1.0,-0.92308,-0.33063
0.53846,1.0,0.84615,0.69231,0.38462,0.69231,0.38462,0.23077,0.53846,0.38462,0.07692,0.23077,0.06154,0.23077,0.06154,-0.07692,-0.23077,-0.38462,-0.23077,-0.38462,-0.53846,-0.69231,-0.84615,-0.69231,-1.0,-0.84615,-0.69231,-0.53846,-0.08404
0.4,0.6,0.78,1.0,0.6,0.4,0.2,-0.4,-0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,-0.8,-0.6,-0.8,-1.0,-0.8,-1.0,-0.8,-0.6,-0.8,-0.6,-0.8,-0.6,-0.3779
-0.95918,-1.0,-0.67347,-0.7551,-0.91837,-0.7551,-0.42857,-0.02041,-0.34694,-0.42857,-0.30612,-0.02041,-0.10204,0.59184,1.0,0.79592,0.46939,0.18367,0.14286,0.22449,0.10204,0.26531,0.30612,0.46939,0.63265,0.71429,0.67347,0.30612,2.26258
0.41176,0.64706,0.88235,1.0,0.94118,0.41176,0.52941,-0.47059,-0.05882,0.11765,0.0,-0.05882,0.0,-0.11765,0.0,-0.41176,-0.17647,-0.11765,-0.17647,-0.29412,-0.17647,-0.52941,-1.0,-0.47059,-0.11765,-0.29412,-0.17647,-0.29412,2.23067
0.28571,0.71429,1.0,0.85714,0.95238,0.85714,1.0,0.52381,0.42857,0.61905,0.52381,0.47619,0.33333,0.52381,0.38095,0.47619,0.33333,0.28571,-0.09524,-0.28571,-0.09524,-0.28571,-0.57143,-0.52381,-0.47619,-0.28571,-0.33333,-0.38095,2.39692
-0.44828,-0.41379,-0.37931,-0.24138,-0.27586,-0.31034,-0.34483,-0.51724,-0.48276,-0.2069,-0.27586,-0.75862,-0.72414,-0.89655,-0.96552,-0.93103,-0.7931,-0.68966,-0.7931,-0.82759,-0.7931,-1.0,-0.96552,-0.93103,-0.89655,-0.96552,-1.0,-0.75862,2.92167
0.86667,1.0,0.73333,0.86667,0.73333,0.33333,0.06667,0.33333,0.06667,0.33333,0.06667,0.2,0.33333,0.46667,0.73333,0.46667,0.2,0.06667,0.33333,0.2,-0.06667,0.2,0.06667,-0.2,-0.48,-0.2,-0.06667,0.06667,-0.17829
0.6,0.4,0.2,-0.6,-0.2,-0.0,0.6,0.4,-0.0,-0.6,-1.0,-0.62,-0.0,-0.2,0.4,0.2,1.0,0.8,-0.2,-0.0,0.2,0.4,0.2,0.4,-0.0,0.2,0.4,0.6,-0.30543
0.83333,0.88333,0.66667,0.83333,0.5,0.33333,0.66667,0.33333,-0.16667,0.16667,0.33333,0.15,0.33333,0.5,-0.0,-0.33333,-0.16667,0.16667,-0.0,-0.33333,0.16667,0.5,0.83333,0.5,0.83333,1.0,0.66667,0.16667,0.00724
